Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
2,297.4,308.9,1500,46.3,137,11.5,69450.0,54.800000000000004
2,297.8,307.9,1726,27.3,35,10.099999999999966,47119.8,14.000000000000002
1,299.8,311.2,2142,16.6,144,11.399999999999977,35557.200000000004,57.599999999999994
2,300.9,310.0,1416,46.6,201,9.100000000000023,65985.6,80.4
0,297.3,308.4,1864,23.1,90,11.099999999999966,43058.4,36.0
1,298.5,308.2,1444,40.5,170,9.699999999999989,58482.0,68.0
0,297.5,308.6,1355,58.9,138,11.100000000000023,79809.5,55.2
1,297.4,308.4,1341,52.2,49,11.0,70000.2,19.6
2,301.1,312.4,1809,25.1,126,11.299999999999955,45405.9,50.4
2,299.3,308.5,1404,49.4,93,9.199999999999989,69357.59999999999,37.2
1,299.9,310.0,1447,45.9,162,10.100000000000023,66417.3,64.8
0,297.5,308.9,1471,37.7,197,11.399999999999977,55456.700000000004,78.8
1,297.6,308.6,1664,30.1,81,11.0,50086.4,32.4
1,300.0,311.5,1749,28.3,83,11.5,49496.700000000004,33.2
1,298.3,308.1,1528,33.9,82,9.800000000000011,51799.2,32.800000000000004
1,297.9,309.0,1562,35.8,40,11.100000000000023,55919.6,16.0
1,298.5,308.8,1332,59.1,115,10.300000000000011,78721.2,46.0
0,297.4,308.7,1522,46.3,146,11.300000000000011,70468.59999999999,58.4
1,300.1,309.3,1616,32.0,199,9.199999999999989,51712.0,79.60000000000001
1,299.8,309.4,1460,37.4,25,9.599999999999966,54604.0,10.0
1,296.4,307.5,1331,47.8,99,11.100000000000023,63621.799999999996,39.6
1,299.3,308.8,1647,32.9,172,9.5,54186.299999999996,68.8
1,300.2,311.6,1511,35.7,160,11.400000000000034,53942.700000000004,64.0
1,299.0,309.1,1523,38.6,177,10.100000000000023,58787.8,70.8
2,298.7,309.8,1435,48.8,71,11.100000000000023,70028.0,28.4
2,296.0,306.6,1628,36.8,121,10.600000000000023,59910.399999999994,48.4
1,297.8,307.2,1351,56.3,174,9.399999999999977,76061.3,69.6
2,301.3,310.8,1494,35.3,54,9.5,52738.2,21.6
1,301.5,310.5,1611,33.8,144,9.0,54451.799999999996,57.599999999999994
0,299.3,309.0,1732,29.7,141,9.699999999999989,51440.4,56.39999999999999
1,304.2,313.4,1644,31.7,23,9.199999999999989,52114.799999999996,9.2
1,299.7,309.1,1483,41.1,208,9.400000000000034,60951.3,83.2
2,303.6,312.3,1630,32.4,223,8.699999999999989,52812.0,89.2
1,300.5,310.0,1451,48.6,208,9.5,70518.6,83.2
1,298.6,310.2,1569,36.3,10,11.599999999999966,56954.7,4.0
2,298.7,309.6,1254,57.1,124,10.900000000000034,71603.40000000001,49.6
2,298.8,309.6,1575,34.4,149,10.800000000000011,54180.0,59.599999999999994
2,298.5,309.3,1552,36.8,133,10.800000000000011,57113.6,53.2
1,301.9,310.4,1603,37.6,69,8.5,60272.8,27.6
1,300.0,309.1,1401,44.5,0,9.100000000000023,62344.5,0.0
2,301.9,310.8,1563,39.2,39,8.900000000000034,61269.600000000006,15.6
1,297.2,307.9,1309,49.6,167,10.699999999999989,64926.4,66.8
1,295.7,306.3,1490,34.3,97,10.600000000000023,51106.99999999999,38.800000000000004
2,298.4,309.5,1514,38.8,128,11.100000000000023,58743.2,51.2
1,299.9,310.5,1539,32.8,213,10.600000000000023,50479.2,85.2
0,302.9,312.3,1509,46.8,175,9.400000000000034,70621.2,70.0
1,302.3,311.3,1439,41.8,96,9.0,60150.2,38.4
1,297.5,308.6,1536,39.0,202,11.100000000000023,59904.0,80.80000000000001
1,297.8,308.3,1477,44.8,170,10.5,66169.59999999999,68.0
2,296.9,307.8,1426,50.7,130,10.900000000000034,72298.2,52.0
1,298.3,308.4,1490,41.7,170,10.099999999999966,62133.00000000001,68.0
2,302.9,312.5,1903,21.2,23,9.600000000000023,40343.6,9.2
1,300.7,309.9,1383,44.5,176,9.199999999999989,61543.5,70.39999999999999
2,301.4,311.2,1727,26.5,43,9.800000000000011,45765.5,17.2
2,300.4,309.6,1563,34.0,6,9.200000000000045,53142.0,2.4
0,301.9,310.9,1590,34.3,106,9.0,54536.99999999999,42.4
1,297.4,308.4,1474,43.6,4,11.0,64266.4,1.6
2,298.2,309.0,1353,50.3,150,10.800000000000011,68055.9,60.0
1,302.2,311.1,1351,48.6,110,8.900000000000034,65658.6,44.0
0,301.9,310.5,1472,39.7,187,8.600000000000023,58438.4,74.8
1,299.8,309.2,1439,36.1,203,9.399999999999977,51947.9,81.2
2,298.0,307.6,1472,46.7,116,9.600000000000023,68742.40000000001,46.400000000000006
2,298.8,308.7,1543,38.2,44,9.899999999999977,58942.600000000006,17.599999999999998
1,299.0,310.4,1339,49.6,94,11.399999999999977,66414.40000000001,37.6
1,302.7,312.2,1376,52.8,164,9.5,72652.8,65.60000000000001
2,301.9,310.5,1590,40.3,130,8.600000000000023,64076.99999999999,52.0
1,302.3,310.8,1465,43.8,7,8.5,64166.99999999999,2.8000000000000003
1,297.9,307.6,1747,25.3,136,9.700000000000045,44199.1,54.400000000000006
1,295.5,306.1,1573,35.1,129,10.600000000000023,55212.3,51.6
1,297.4,308.4,1421,46.0,124,11.0,65366.0,49.6
1,301.2,310.9,1413,50.1,141,9.699999999999989,70791.3,56.39999999999999
2,299.0,310.6,1587,34.2,141,11.600000000000023,54275.4,56.39999999999999
2,303.5,312.9,1572,44.7,84,9.399999999999977,70268.40000000001,33.6
2,300.2,309.7,1408,44.0,144,9.5,61952.0,57.599999999999994
2,302.2,311.5,1479,39.5,36,9.300000000000011,58420.5,14.399999999999999
1,301.4,310.8,1610,34.6,187,9.400000000000034,55706.0,74.8
0,297.5,308.3,1674,30.0,54,10.800000000000011,50220.0,21.6
2,301.7,311.1,1618,36.7,115,9.400000000000034,59380.600000000006,46.0
1,300.4,311.8,1433,42.2,14,11.400000000000034,60472.600000000006,5.6000000000000005
1,299.8,309.6,1526,41.7,85,9.800000000000011,63634.200000000004,34.0
1,300.3,310.3,1629,34.1,52,10.0,55548.9,20.8
1,299.4,309.2,1621,34.5,48,9.800000000000011,55924.5,19.2
1,302.1,310.1,1447,46.6,169,8.0,67430.2,67.60000000000001
2,299.7,311.0,1506,42.7,85,11.300000000000011,64306.200000000004,34.0
1,298.0,307.7,1492,38.7,202,9.699999999999989,57740.4,80.80000000000001
1,298.2,308.3,1458,41.8,132,10.100000000000023,60944.399999999994,52.800000000000004
1,303.8,313.1,1523,39.8,150,9.300000000000011,60615.399999999994,60.0
1,298.9,310.2,1445,40.0,129,11.300000000000011,57800.0,51.6
2,298.9,308.4,1827,26.1,5,9.5,47684.700000000004,2.0
2,301.8,310.2,1437,42.3,0,8.399999999999977,60785.1,0.0
1,299.1,308.4,1693,31.6,65,9.299999999999955,53498.8,26.0
1,298.8,308.9,1455,41.3,208,10.099999999999966,60091.49999999999,83.2
1,302.6,310.4,1365,66.8,80,7.7999999999999545,91182.0,32.0
1,300.1,309.5,1353,50.9,34,9.399999999999977,68867.7,13.600000000000001
1,301.8,311.1,1495,36.9,197,9.300000000000011,55165.5,78.8
2,297.6,308.3,1648,29.1,134,10.699999999999989,47956.8,53.6
1,301.9,309.7,1719,31.9,0,7.800000000000011,54836.1,0.0
1,303.3,312.7,1643,30.7,142,9.399999999999977,50440.1,56.8
1,303.3,311.6,1484,44.6,223,8.300000000000011,66186.40000000001,89.2
2,299.0,310.3,1662,33.6,67,11.300000000000011,55843.200000000004,26.8
1,297.4,308.3,1854,21.8,24,10.900000000000034,40417.200000000004,9.6
0,298.9,310.5,1429,39.9,19,11.600000000000023,57017.1,7.6
2,301.9,310.9,1456,43.6,45,9.0,63481.6,18.0
1,301.0,310.7,1464,45.8,184,9.699999999999989,67051.2,73.6
1,299.2,308.7,1514,41.9,196,9.5,63436.6,78.4
2,297.2,308.6,1444,41.1,56,11.400000000000034,59348.4,22.400000000000002
1,299.2,309.1,1468,45.6,2,9.900000000000034,66940.8,0.8
1,300.4,309.6,1543,38.1,209,9.200000000000045,58788.3,83.6
0,302.4,311.1,1578,32.3,196,8.700000000000045,50969.399999999994,78.4
1,301.3,310.5,1390,45.8,63,9.199999999999989,63661.99999999999,25.2
1,302.4,311.8,1448,43.4,141,9.400000000000034,62843.2,56.39999999999999
1,297.3,308.0,1518,36.0,59,10.699999999999989,54648.0,23.599999999999998
2,298.2,309.0,1508,40.5,192,10.800000000000011,61074.0,76.8
2,297.7,308.3,1547,36.8,74,10.600000000000023,56929.6,29.599999999999998
2,300.3,311.8,1483,45.1,181,11.5,66883.3,72.39999999999999
1,299.5,309.1,1336,42.1,217,9.600000000000023,56245.6,86.8
0,300.8,309.4,1474,40.7,104,8.599999999999966,59991.8,41.6
1,300.4,309.8,1342,52.5,68,9.400000000000034,70455.0,27.200000000000003
2,298.7,310.1,1644,34.1,46,11.400000000000034,56060.4,18.4
1,301.3,311.1,1504,39.1,2,9.800000000000011,58806.4,0.8
2,295.7,306.3,1712,28.5,43,10.600000000000023,48792.0,17.2
0,300.4,310.7,1656,36.3,127,10.300000000000011,60112.799999999996,50.8
0,303.7,312.5,1520,35.6,154,8.800000000000011,54112.0,61.6
1,300.1,309.1,1353,58.7,86,9.0,79421.1,34.4
1,298.2,308.9,1709,28.1,81,10.699999999999989,48022.9,32.4
2,298.1,307.8,1503,44.7,54,9.699999999999989,67184.1,21.6
1,303.6,312.5,1431,49.0,162,8.899999999999977,70119.0,64.8
2,300.7,311.9,1366,55.1,36,11.199999999999989,75266.6,14.399999999999999
1,303.7,312.3,1384,45.9,121,8.600000000000023,63525.6,48.4
1,300.7,310.8,1496,46.4,90,10.100000000000023,69414.4,36.0
1,298.7,310.1,1433,54.6,66,11.400000000000034,78241.8,26.400000000000002
1,300.9,312.0,1441,43.8,210,11.100000000000023,63115.799999999996,84.0
1,298.9,310.1,1577,41.4,80,11.200000000000045,65287.799999999996,32.0
1,296.1,307.1,1898,22.7,20,11.0,43084.6,8.0
2,297.7,309.4,1461,43.7,142,11.699999999999989,63845.700000000004,56.8
2,298.8,310.2,1581,37.5,75,11.399999999999977,59287.5,30.0
1,303.3,311.7,1508,35.5,217,8.399999999999977,53534.0,86.8
2,297.3,307.8,1538,48.0,171,10.5,73824.0,68.4
1,297.5,308.8,1312,50.3,159,11.300000000000011,65993.59999999999,63.6
1,300.4,309.5,1543,38.9,37,9.100000000000023,60022.7,14.799999999999999
1,297.9,309.1,1507,36.9,13,11.200000000000045,55608.299999999996,5.2
1,301.6,311.2,1408,42.9,89,9.599999999999966,60403.2,35.6
1,301.3,310.0,1438,40.9,7,8.699999999999989,58814.2,2.8000000000000003
1,302.6,311.0,1610,39.2,152,8.399999999999977,63112.00000000001,60.8
0,300.5,311.4,1679,27.5,59,10.899999999999977,46172.5,23.599999999999998
2,298.1,308.5,1382,54.5,17,10.399999999999977,75319.0,6.800000000000001
1,301.5,310.6,1587,33.7,122,9.100000000000023,53481.9,48.8
1,302.2,311.3,1382,46.4,94,9.100000000000023,64124.799999999996,37.6
1,302.5,311.9,1452,47.4,77,9.399999999999977,68824.8,30.8
2,298.1,308.3,1453,41.5,204,10.199999999999989,60299.5,81.6
1,300.5,309.7,1395,61.0,157,9.199999999999989,85095.0,62.8
1,303.7,312.8,1437,51.3,42,9.100000000000023,73718.09999999999,16.8
1,297.2,307.9,1493,38.4,146,10.699999999999989,57331.2,58.4
2,301.9,310.9,1421,46.2,26,9.0,65650.2,10.4
1,301.7,311.0,1585,35.9,185,9.300000000000011,56901.5,74.0
1,298.9,309.8,1534,42.1,23,10.900000000000034,64581.4,9.2
0,300.5,310.8,1631,30.5,132,10.300000000000011,49745.5,52.800000000000004
1,297.3,308.6,1505,33.5,14,11.300000000000011,50417.5,5.6000000000000005
2,298.9,310.1,1484,40.4,61,11.200000000000045,59953.6,24.4
1,299.8,311.1,1820,24.9,174,11.300000000000011,45318.0,69.6
0,299.6,309.2,1597,36.3,35,9.599999999999966,57971.1,14.000000000000002
2,297.8,307.8,1622,32.1,18,10.0,52066.200000000004,7.199999999999999
1,298.8,308.4,1484,39.2,8,9.599999999999966,58172.8,3.2
2,301.0,312.1,1664,28.4,168,11.100000000000023,47257.6,67.2
1,298.3,310.0,1442,43.9,110,11.699999999999989,63303.799999999996,44.0
1,302.7,312.2,1405,51.4,157,9.5,72217.0,62.8
0,300.7,310.2,1364,65.3,208,9.5,89069.2,83.2
1,301.1,310.2,1657,34.1,52,9.099999999999966,56503.700000000004,20.8
1,300.9,311.4,2073,21.4,105,10.5,44362.2,42.0
1,303.6,312.6,1606,33.6,184,9.0,53961.600000000006,73.6
1,300.7,310.3,1662,34.4,57,9.600000000000023,57172.799999999996,22.8
1,298.6,308.4,1310,59.7,40,9.799999999999955,78207.0,16.0
1,303.6,312.7,1429,47.7,198,9.099999999999966,68163.3,79.2
1,300.4,309.7,1384,45.1,159,9.300000000000011,62418.4,63.6
1,302.2,311.4,2080,19.2,31,9.199999999999989,39936.0,12.4
2,297.9,308.8,1538,37.6,54,10.900000000000034,57828.8,21.6
2,298.4,308.2,1463,37.6,188,9.800000000000011,55008.8,75.2
1,297.7,308.9,1575,39.9,12,11.199999999999989,62842.5,4.8
1,303.5,312.8,1877,22.3,96,9.300000000000011,41857.1,38.4
1,299.6,309.2,1572,33.4,20,9.599999999999966,52504.799999999996,8.0
0,302.0,309.9,1606,34.5,156,7.899999999999977,55407.0,62.4
2,297.6,308.1,1379,57.4,122,10.5,79154.59999999999,48.8
0,300.7,311.3,1374,53.1,66,10.600000000000023,72959.40000000001,26.400000000000002
0,298.0,308.7,1536,39.6,99,10.699999999999989,60825.600000000006,39.6
0,304.0,313.2,1517,43.1,96,9.199999999999989,65382.700000000004,38.4
1,303.4,311.7,1476,42.3,180,8.300000000000011,62434.799999999996,72.0
2,301.2,312.4,1428,36.6,99,11.199999999999989,52264.8,39.6
1,301.9,310.6,1467,39.3,32,8.700000000000045,57653.1,12.8
1,301.4,310.6,1347,53.3,104,9.200000000000045,71795.09999999999,41.6
1,298.0,309.2,1527,39.5,85,11.199999999999989,60316.5,34.0
1,298.6,309.6,1533,40.7,106,11.0,62393.100000000006,42.4
1,298.4,308.8,1458,40.1,111,10.400000000000034,58465.8,44.4
1,302.2,311.4,1499,37.7,55,9.199999999999989,56512.3,22.0
0,297.7,308.3,1488,41.0,101,10.600000000000023,61008.0,40.400000000000006
1,300.8,310.8,1407,45.1,51,10.0,63455.700000000004,20.4
2,298.1,307.6,2066,19.2,150,9.5,39667.2,60.0
1,300.0,309.6,1738,28.7,51,9.600000000000023,49880.6,20.4
0,303.3,311.4,1692,27.9,55,8.099999999999966,47206.799999999996,22.0
0,296.7,307.5,1607,33.6,38,10.800000000000011,53995.200000000004,15.2
2,302.7,311.7,1784,25.1,177,9.0,44778.4,70.8
1,300.4,309.7,1584,32.6,71,9.300000000000011,51638.4,28.4
1,302.3,311.3,1614,34.1,129,9.0,55037.4,51.6
2,297.3,308.4,1686,34.5,97,11.099999999999966,58167.0,38.800000000000004
1,297.9,309.0,1379,47.3,28,11.100000000000023,65226.7,11.200000000000001
1,297.0,307.9,1350,47.7,168,10.899999999999977,64395.00000000001,67.2
1,298.8,309.1,1350,52.5,111,10.300000000000011,70875.0,44.4
1,298.2,307.6,1492,37.2,178,9.400000000000034,55502.4,71.2
1,298.6,309.6,1390,50.3,196,11.0,69917.0,78.4
2,302.1,310.9,1916,23.1,51,8.799999999999955,44259.600000000006,20.4
1,300.6,311.0,1563,40.7,87,10.399999999999977,63614.100000000006,34.8
0,302.4,310.9,1444,40.7,174,8.5,58770.8,69.6
2,297.9,309.0,2456,13.9,82,11.100000000000023,34138.4,32.800000000000004
2,298.6,309.0,1481,40.8,6,10.399999999999977,60424.799999999996,2.4
1,302.0,309.8,1456,58.1,145,7.800000000000011,84593.6,57.99999999999999
1,300.2,310.0,1493,47.3,172,9.800000000000011,70618.9,68.8
2,297.3,308.8,1586,32.7,131,11.5,51862.200000000004,52.400000000000006
1,297.4,308.6,1439,46.4,114,11.200000000000045,66769.59999999999,45.6
1,297.9,309.9,1472,45.0,183,12.0,66240.0,73.2
1,297.4,308.6,1609,36.2,116,11.200000000000045,58245.8,46.400000000000006
1,300.6,309.5,1471,49.6,29,8.899999999999977,72961.6,11.600000000000001
2,299.1,308.4,1332,51.7,71,9.299999999999955,68864.40000000001,28.4
1,300.4,310.8,1348,56.0,146,10.400000000000034,75488.0,58.4
1,299.6,310.2,1473,42.7,81,10.599999999999966,62897.100000000006,32.4
1,300.8,311.3,1505,45.5,141,10.5,68477.5,56.39999999999999
1,303.8,312.7,1414,41.7,190,8.899999999999977,58963.8,76.0
1,300.6,310.0,1313,52.9,93,9.399999999999977,69457.7,37.2
1,301.0,312.1,1675,30.7,200,11.100000000000023,51422.5,80.0
2,300.2,311.4,1450,38.5,68,11.199999999999989,55825.0,27.200000000000003
1,303.1,312.5,1453,49.1,140,9.399999999999977,71342.3,56.00000000000001
1,299.0,310.1,1505,41.3,85,11.100000000000023,62156.49999999999,34.0
2,300.8,310.4,1450,39.4,62,9.599999999999966,57130.0,24.8
2,297.7,309.6,1596,35.2,173,11.900000000000034,56179.200000000004,69.19999999999999
2,300.4,309.8,1356,44.4,136,9.400000000000034,60206.4,54.400000000000006
1,298.4,310.1,1455,42.2,94,11.700000000000045,61401.00000000001,37.6
1,299.7,310.9,1491,40.1,195,11.199999999999989,59789.1,78.0
1,298.9,309.9,1404,39.8,62,11.0,55879.2,24.8
1,300.7,311.1,2377,14.3,135,10.400000000000034,33991.1,54.0
2,302.1,311.3,1511,45.0,204,9.199999999999989,67995.0,81.6
2,297.9,309.6,1515,38.8,124,11.700000000000045,58781.99999999999,49.6
2,300.4,310.5,1644,31.4,41,10.100000000000023,51621.6,16.400000000000002
1,300.0,309.8,1474,40.6,78,9.800000000000011,59844.4,31.2
2,300.1,309.1,1533,38.0,26,9.0,58254.0,10.4
1,303.5,312.0,1366,54.5,30,8.5,74447.0,12.0
1,301.8,310.8,1557,33.3,190,9.0,51848.1,76.0
1,299.7,310.3,1505,37.7,4,10.600000000000023,56738.50000000001,1.6
1,303.7,313.0,1694,28.0,44,9.300000000000011,47432.0,17.599999999999998
1,300.3,311.8,1551,37.2,9,11.5,57697.200000000004,3.5999999999999996
1,302.1,310.8,1772,27.1,233,8.699999999999989,48021.200000000004,93.2
1,301.9,310.6,1331,68.6,85,8.700000000000045,91306.59999999999,34.0
1,301.0,311.0,1437,56.0,33,10.0,80472.0,13.200000000000001
2,297.5,308.9,1535,37.7,12,11.399999999999977,57869.50000000001,4.8
1,297.5,308.5,1373,39.9,110,11.0,54782.7,44.0
1,301.5,311.1,1731,27.9,101,9.600000000000023,48294.899999999994,40.400000000000006
2,302.8,312.3,1262,70.5,234,9.5,88971.0,93.60000000000001
1,297.5,308.4,1528,39.9,160,10.899999999999977,60967.2,64.0
1,301.4,310.8,1362,53.2,4,9.400000000000034,72458.40000000001,1.6
1,302.5,310.9,1330,56.9,97,8.399999999999977,75677.0,38.800000000000004
1,298.0,309.6,1633,34.8,41,11.600000000000023,56828.399999999994,16.400000000000002
2,300.7,310.1,1483,40.2,162,9.400000000000034,59616.600000000006,64.8
0,303.8,312.9,1378,45.6,184,9.099999999999966,62836.8,73.6
0,299.1,310.4,1369,54.5,104,11.299999999999955,74610.5,41.6
1,300.3,309.9,1540,39.9,203,9.599999999999966,61446.0,81.2
1,303.9,312.7,1528,38.4,177,8.800000000000011,58675.2,70.8
2,300.5,309.7,1341,50.9,137,9.199999999999989,68256.9,54.800000000000004
2,299.3,310.9,1826,25.1,2,11.599999999999966,45832.600000000006,0.8
1,298.3,308.0,1486,42.3,86,9.699999999999989,62857.799999999996,34.4
1,299.1,310.2,1695,29.6,8,11.099999999999966,50172.0,3.2
2,300.3,309.4,1612,33.1,150,9.099999999999966,53357.200000000004,60.0
1,302.4,311.8,1384,50.9,99,9.400000000000034,70445.59999999999,39.6
1,298.1,309.5,1467,41.8,48,11.399999999999977,61320.6,19.2
1,300.6,312.0,1566,30.1,128,11.399999999999977,47136.600000000006,51.2
0,300.5,311.7,1454,50.3,175,11.199999999999989,73136.2,70.0
1,296.8,307.6,1304,48.7,142,10.800000000000011,63504.8,56.8
2,297.3,308.3,1595,32.2,29,11.0,51359.00000000001,11.600000000000001
1,299.2,310.3,1429,40.1,23,11.100000000000023,57302.9,9.2
1,303.6,312.9,1588,31.9,53,9.299999999999955,50657.2,21.2
1,303.9,313.2,1481,40.0,100,9.300000000000011,59240.0,40.0
0,298.9,310.2,1532,37.7,166,11.300000000000011,57756.4,66.4
1,297.4,308.5,1295,52.1,130,11.100000000000023,67469.5,52.0
1,302.2,310.8,1383,46.9,45,8.600000000000023,64862.7,18.0
2,301.9,310.9,1763,28.4,103,9.0,50069.2,41.199999999999996
2,297.7,309.0,1504,40.4,35,11.300000000000011,60761.6,14.000000000000002
1,298.6,309.3,1702,27.6,143,10.699999999999989,46975.200000000004,57.199999999999996
1,297.8,308.4,1518,32.5,190,10.599999999999966,49335.0,76.0
1,300.5,310.6,1499,45.2,8,10.100000000000023,67754.8,3.2
2,301.4,310.6,1565,36.1,110,9.200000000000045,56496.5,44.0
1,297.5,308.6,1452,39.0,72,11.100000000000023,56628.0,28.799999999999997
1,301.9,310.4,1610,34.8,71,8.5,56027.99999999999,28.4
2,299.9,311.2,1579,35.5,162,11.300000000000011,56054.5,64.8
1,297.6,309.1,1449,49.1,174,11.5,71145.90000000001,69.6
2,303.6,312.8,2659,11.4,26,9.199999999999989,30312.600000000002,10.4
0,298.9,310.6,1519,38.8,213,11.700000000000045,58937.2,85.2
1,300.6,311.7,1734,29.9,72,11.099999999999966,51846.6,28.799999999999997
1,297.2,308.0,1869,25.4,163,10.800000000000011,47472.6,65.2
2,300.5,310.2,1571,34.6,228,9.699999999999989,54356.600000000006,91.2
1,298.4,309.1,1467,42.5,139,10.700000000000045,62347.5,55.60000000000001
2,300.7,310.6,2006,19.1,102,9.900000000000034,38314.600000000006,40.8
1,299.8,310.2,1911,23.5,166,10.399999999999977,44908.5,66.4
1,298.4,308.2,1850,27.0,194,9.800000000000011,49950.0,77.60000000000001
2,299.6,310.2,1620,30.0,70,10.599999999999966,48600.0,28.000000000000004
1,302.4,310.4,1521,38.5,142,8.0,58558.5,56.8
1,295.5,306.0,1456,39.2,167,10.5,57075.200000000004,66.8
1,297.6,308.6,1415,47.3,169,11.0,66929.5,67.60000000000001
1,299.2,308.4,1509,39.4,0,9.199999999999989,59454.6,0.0
2,301.8,310.7,1429,47.9,53,8.899999999999977,68449.09999999999,21.2
2,303.6,312.7,1765,27.5,115,9.099999999999966,48537.5,46.0
1,302.6,311.5,1442,59.8,169,8.899999999999977,86231.59999999999,67.60000000000001
1,301.4,310.5,1571,33.9,208,9.100000000000023,53256.899999999994,83.2
1,297.3,308.0,1447,49.0,61,10.699999999999989,70903.0,24.4
1,302.3,311.5,1507,37.5,55,9.199999999999989,56512.5,22.0
1,300.5,310.5,1695,26.7,28,10.0,45256.5,11.200000000000001
1,301.0,310.9,1492,36.7,199,9.899999999999977,54756.4,79.60000000000001
2,301.3,311.1,1678,30.7,34,9.800000000000011,51514.6,13.600000000000001
1,301.5,310.6,1565,43.9,142,9.100000000000023,68703.5,56.8
1,299.9,309.6,1294,49.7,126,9.700000000000045,64311.8,50.4
1,301.7,309.9,1607,37.7,93,8.199999999999989,60583.9,37.2
1,297.2,308.3,1419,39.7,115,11.100000000000023,56334.3,46.0
1,300.7,311.2,1878,24.3,24,10.5,45635.4,9.6
1,297.9,308.0,1490,46.2,6,10.100000000000023,68838.0,2.4
2,297.4,308.5,1638,32.2,84,11.100000000000023,52743.600000000006,33.6
1,300.2,309.7,1275,60.7,15,9.5,77392.5,6.0
1,298.0,307.8,1622,33.3,121,9.800000000000011,54012.6,48.4
1,301.7,310.2,1435,48.1,12,8.5,69023.5,4.8
1,301.3,311.3,1509,42.5,213,10.0,64132.5,85.2
2,302.3,311.9,1508,42.3,159,9.599999999999966,63788.399999999994,63.6
1,300.8,310.8,1564,36.2,31,10.0,56616.8,12.4
2,298.2,308.9,1614,35.5,15,10.699999999999989,57297.0,6.0
1,298.8,310.3,1553,36.8,97,11.5,57150.399999999994,38.800000000000004
1,298.7,309.7,1393,45.7,99,11.0,63660.100000000006,39.6
2,300.4,311.7,1555,38.7,5,11.300000000000011,60178.50000000001,2.0
1,298.6,309.3,1537,37.6,175,10.699999999999989,57791.200000000004,70.0
1,300.7,311.9,1399,50.2,222,11.199999999999989,70229.8,88.8
2,299.9,309.5,1412,57.9,59,9.600000000000023,81754.8,23.599999999999998
2,298.0,309.0,1439,38.5,34,11.0,55401.5,13.600000000000001
1,302.2,310.9,1506,34.0,49,8.699999999999989,51204.0,19.6
2,297.6,309.6,1592,35.8,57,12.0,56993.6,22.8
2,297.8,309.3,2243,15.7,36,11.5,35215.1,14.399999999999999
2,298.1,307.9,1569,37.0,29,9.799999999999955,58053.0,11.600000000000001
2,296.8,307.5,1516,36.7,135,10.699999999999989,55637.200000000004,54.0
1,298.0,308.7,1268,69.4,189,10.699999999999989,87999.20000000001,75.6
1,298.2,309.0,1780,29.3,91,10.800000000000011,52154.0,36.4
1,302.8,312.1,1958,20.3,56,9.300000000000011,39747.4,22.400000000000002
1,298.8,309.8,1557,37.2,139,11.0,57920.4,55.60000000000001
